Notes,State,State Code,Sex,Sex Code,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate,source_file,year_start,year_end
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Jul., 2002",2002/07,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Aug., 2002",2002/08,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Sep., 2002",2002/09,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Oct., 2002",2002/10,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Nov., 2002",2002/11,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,35-39 years,35-39,2002,2002,"Dec., 2002",2002/12,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Jan., 1999",1999/01,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Feb., 1999",1999/02,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Mar., 1999",1999/03,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Apr., 1999",1999/04,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"May, 1999",1999/05,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Jun., 1999",1999/06,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Jul., 1999",1999/07,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Aug., 1999",1999/08,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Sep., 1999",1999/09,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Oct., 1999",1999/10,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Nov., 1999",1999/11,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,1999,1999,"Dec., 1999",1999/12,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Jan., 2000",2000/01,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Feb., 2000",2000/02,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Mar., 2000",2000/03,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Apr., 2000",2000/04,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"May, 2000",2000/05,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Jun., 2000",2000/06,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Jul., 2000",2000/07,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2000,2000,"Aug., 2000",2000/08,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2001,2001,"Dec., 2001",2001/12,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Jan., 2002",2002/01,26,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Feb., 2002",2002/02,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Mar., 2002",2002/03,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Apr., 2002",2002/04,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"May, 2002",2002/05,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Jun., 2002",2002/06,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Jul., 2002",2002/07,32,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Aug., 2002",2002/08,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Sep., 2002",2002/09,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Oct., 2002",2002/10,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Nov., 2002",2002/11,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,40-44 years,40-44,2002,2002,"Dec., 2002",2002/12,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Jan., 1999",1999/01,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Feb., 1999",1999/02,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Mar., 1999",1999/03,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Apr., 1999",1999/04,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"May, 1999",1999/05,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Jun., 1999",1999/06,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Jul., 1999",1999/07,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Aug., 1999",1999/08,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Sep., 1999",1999/09,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Oct., 1999",1999/10,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,1999,1999,"Nov., 1999",1999/11,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Jan., 2000",2000/01,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Feb., 2000",2000/02,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Mar., 2000",2000/03,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Apr., 2000",2000/04,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"May, 2000",2000/05,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Jun., 2000",2000/06,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2000,2000,"Jul., 2000",2000/07,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2001,2001,"Jan., 2001",2001/01,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2001,2001,"Jun., 2001",2001/06,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2001,2001,"Jul., 2001",2001/07,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2001,2001,"Nov., 2001",2001/11,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Jan., 2002",2002/01,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Feb., 2002",2002/02,31,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Mar., 2002",2002/03,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Apr., 2002",2002/04,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"May, 2002",2002/05,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Jun., 2002",2002/06,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Jul., 2002",2002/07,27,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Aug., 2002",2002/08,25,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Sep., 2002",2002/09,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Oct., 2002",2002/10,26,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Nov., 2002",2002/11,26,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,45-49 years,45-49,2002,2002,"Dec., 2002",2002/12,26,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,1999,1999,"Mar., 1999",1999/03,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,1999,1999,"Jul., 1999",1999/07,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,1999,1999,"Aug., 1999",1999/08,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,1999,1999,"Dec., 1999",1999/12,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2000,2000,"Jan., 2000",2000/01,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2000,2000,"Feb., 2000",2000/02,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2000,2000,"Mar., 2000",2000/03,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2000,2000,"May, 2000",2000/05,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2001,2001,"Aug., 2001",2001/08,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Jan., 2002",2002/01,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Feb., 2002",2002/02,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Mar., 2002",2002/03,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Apr., 2002",2002/04,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Jun., 2002",2002/06,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Jul., 2002",2002/07,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Aug., 2002",2002/08,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Sep., 2002",2002/09,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Oct., 2002",2002/10,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Nov., 2002",2002/11,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,50-54 years,50-54,2002,2002,"Dec., 2002",2002/12,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Feb., 2002",2002/02,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Mar., 2002",2002/03,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"May, 2002",2002/05,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Jul., 2002",2002/07,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Aug., 2002",2002/08,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Sep., 2002",2002/09,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Female,F,55-59 years,55-59,2002,2002,"Nov., 2002",2002/11,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,1999,1999,"Apr., 1999",1999/04,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,1999,1999,"Jul., 1999",1999/07,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,1999,1999,"Sep., 1999",1999/09,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,2001,2001,"Sep., 2001",2001/09,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,2002,2002,"Jan., 2002",2002/01,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,2002,2002,"Jul., 2002",2002/07,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,2002,2002,"Nov., 2002",2002/11,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,20-24 years,20-24,2002,2002,"Dec., 2002",2002/12,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,25-29 years,25-29,1999,1999,"Feb., 1999",1999/02,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
"",California,06,Male,M,25-29 years,25-29,1999,1999,"Mar., 1999",1999/03,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-1999-2002.xls,1999,2002
