Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,15-24 years,15-24,39,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,25-34 years,25-34,68,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,35-44 years,35-44,138,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,45-54 years,45-54,118,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,55-64 years,55-64,37,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,75-84 years,75-84,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,15-24 years,15-24,45,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,25-34 years,25-34,58,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,35-44 years,35-44,135,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,45-54 years,45-54,116,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,55-64 years,55-64,28,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,75-84 years,75-84,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,15-24 years,15-24,37,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,25-34 years,25-34,77,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,35-44 years,35-44,162,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,45-54 years,45-54,145,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,55-64 years,55-64,37,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,15-24 years,15-24,42,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,25-34 years,25-34,80,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,35-44 years,35-44,124,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,45-54 years,45-54,108,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,55-64 years,55-64,26,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,65-74 years,65-74,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,75-84 years,75-84,11,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,15-24 years,15-24,31,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,25-34 years,25-34,44,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,35-44 years,35-44,122,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,45-54 years,45-54,116,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,55-64 years,55-64,29,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,15-24 years,15-24,60,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,25-34 years,25-34,73,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,35-44 years,35-44,142,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,45-54 years,45-54,100,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,55-64 years,55-64,27,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,65-74 years,65-74,12,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,85+ years,85+,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,15-24 years,15-24,41,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,25-34 years,25-34,54,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,35-44 years,35-44,134,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,45-54 years,45-54,100,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,55-64 years,55-64,20,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,15-24 years,15-24,38,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,25-34 years,25-34,79,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,35-44 years,35-44,112,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,45-54 years,45-54,118,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,55-64 years,55-64,36,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,65-74 years,65-74,14,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,75-84 years,75-84,11,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,15-24 years,15-24,39,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,25-34 years,25-34,82,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,35-44 years,35-44,163,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,45-54 years,45-54,136,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,55-64 years,55-64,39,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,65-74 years,65-74,12,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,15-24 years,15-24,47,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,25-34 years,25-34,71,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,35-44 years,35-44,159,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,45-54 years,45-54,160,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,55-64 years,55-64,43,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,15-24 years,15-24,48,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,25-34 years,25-34,95,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,35-44 years,35-44,163,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,45-54 years,45-54,158,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,55-64 years,55-64,48,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,65-74 years,65-74,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,75-84 years,75-84,11,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,15-24 years,15-24,42,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,25-34 years,25-34,97,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,35-44 years,35-44,162,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,45-54 years,45-54,130,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,55-64 years,55-64,31,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,15-24 years,15-24,45,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,25-34 years,25-34,90,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,35-44 years,35-44,152,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,45-54 years,45-54,139,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,55-64 years,55-64,41,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,65-74 years,65-74,11,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,15-24 years,15-24,48,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,25-34 years,25-34,89,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,35-44 years,35-44,158,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,45-54 years,45-54,141,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,55-64 years,55-64,45,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,65-74 years,65-74,11,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,75-84 years,75-84,12,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,15-24 years,15-24,68,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,25-34 years,25-34,96,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,35-44 years,35-44,150,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,45-54 years,45-54,165,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,55-64 years,55-64,36,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,65-74 years,65-74,10,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,75-84 years,75-84,13,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,15-24 years,15-24,48,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,25-34 years,25-34,88,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,35-44 years,35-44,149,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,45-54 years,45-54,142,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,55-64 years,55-64,31,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,15-24 years,15-24,47,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,25-34 years,25-34,72,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,35-44 years,35-44,151,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,45-54 years,45-54,129,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,55-64 years,55-64,35,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,65-74 years,65-74,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,15-24 years,15-24,50,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,25-34 years,25-34,74,Not Applicable,Not Applicable
