Census Region Code,Month Code,Sex Code,Age Group Code,Deaths,Year,Census Region,Age Groups
CENS-R1,2003/01,F,15-24,11,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/02,F,15-24,9,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/03,F,15-24,11,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/04,F,15-24,15,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/05,F,15-24,11,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/06,F,15-24,19,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/07,F,15-24,10,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/08,F,15-24,7,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/09,F,15-24,6,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/10,F,15-24,13,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/11,F,15-24,10,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2003/12,F,15-24,2,2003,Census Region 1: Northeast,15-24 years
CENS-R1,2004/01,F,15-24,16,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/02,F,15-24,8,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/03,F,15-24,11,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/04,F,15-24,8,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/05,F,15-24,13,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/06,F,15-24,14,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/07,F,15-24,11,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/08,F,15-24,9,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/09,F,15-24,8,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/10,F,15-24,11,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/11,F,15-24,3,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2004/12,F,15-24,14,2004,Census Region 1: Northeast,15-24 years
CENS-R1,2005/01,F,15-24,14,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/02,F,15-24,10,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/03,F,15-24,11,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/04,F,15-24,17,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/05,F,15-24,13,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/06,F,15-24,16,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/07,F,15-24,18,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/08,F,15-24,6,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/09,F,15-24,14,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/10,F,15-24,14,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/11,F,15-24,16,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2005/12,F,15-24,11,2005,Census Region 1: Northeast,15-24 years
CENS-R1,2006/01,F,15-24,9,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/02,F,15-24,7,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/03,F,15-24,12,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/04,F,15-24,11,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/05,F,15-24,9,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/06,F,15-24,17,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/07,F,15-24,20,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/08,F,15-24,12,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/09,F,15-24,13,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/10,F,15-24,3,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/11,F,15-24,9,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2006/12,F,15-24,11,2006,Census Region 1: Northeast,15-24 years
CENS-R1,2007/01,F,15-24,12,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/02,F,15-24,9,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/03,F,15-24,14,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/04,F,15-24,20,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/05,F,15-24,9,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/06,F,15-24,12,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/07,F,15-24,15,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/08,F,15-24,8,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/09,F,15-24,15,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/10,F,15-24,12,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/11,F,15-24,11,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2007/12,F,15-24,7,2007,Census Region 1: Northeast,15-24 years
CENS-R1,2008/01,F,15-24,16,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/02,F,15-24,11,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/03,F,15-24,14,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/04,F,15-24,14,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/05,F,15-24,12,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/06,F,15-24,13,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/07,F,15-24,15,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/08,F,15-24,18,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/09,F,15-24,9,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/10,F,15-24,13,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/11,F,15-24,10,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2008/12,F,15-24,12,2008,Census Region 1: Northeast,15-24 years
CENS-R1,2009/01,F,15-24,15,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/02,F,15-24,13,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/03,F,15-24,15,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/04,F,15-24,17,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/05,F,15-24,9,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/06,F,15-24,5,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/07,F,15-24,13,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/08,F,15-24,14,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/09,F,15-24,17,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/10,F,15-24,11,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/11,F,15-24,7,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2009/12,F,15-24,15,2009,Census Region 1: Northeast,15-24 years
CENS-R1,2010/01,F,15-24,9,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/02,F,15-24,16,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/03,F,15-24,14,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/04,F,15-24,13,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/05,F,15-24,16,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/06,F,15-24,9,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/07,F,15-24,14,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/08,F,15-24,11,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/09,F,15-24,15,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/10,F,15-24,14,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/11,F,15-24,9,2010,Census Region 1: Northeast,15-24 years
CENS-R1,2010/12,F,15-24,11,2010,Census Region 1: Northeast,15-24 years
CENS-R1,1999/01,F,25-34,14,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/02,F,25-34,11,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/03,F,25-34,23,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/04,F,25-34,13,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/05,F,25-34,23,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/06,F,25-34,21,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/07,F,25-34,14,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/08,F,25-34,20,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/09,F,25-34,7,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/10,F,25-34,18,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/11,F,25-34,12,1999,Census Region 1: Northeast,25-34 years
CENS-R1,1999/12,F,25-34,13,1999,Census Region 1: Northeast,25-34 years
CENS-R1,2000/01,F,25-34,21,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/02,F,25-34,15,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/03,F,25-34,24,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/04,F,25-34,14,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/05,F,25-34,13,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/06,F,25-34,14,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/07,F,25-34,11,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/08,F,25-34,17,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/09,F,25-34,11,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/10,F,25-34,26,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/11,F,25-34,16,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2000/12,F,25-34,11,2000,Census Region 1: Northeast,25-34 years
CENS-R1,2001/01,F,25-34,12,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/02,F,25-34,15,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/03,F,25-34,20,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/04,F,25-34,18,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/05,F,25-34,13,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/06,F,25-34,19,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/07,F,25-34,25,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/08,F,25-34,23,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/09,F,25-34,18,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/10,F,25-34,17,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/11,F,25-34,19,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2001/12,F,25-34,10,2001,Census Region 1: Northeast,25-34 years
CENS-R1,2002/01,F,25-34,19,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/02,F,25-34,20,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/03,F,25-34,20,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/04,F,25-34,20,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/05,F,25-34,23,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/06,F,25-34,17,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/07,F,25-34,12,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/08,F,25-34,18,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/09,F,25-34,21,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/10,F,25-34,24,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/11,F,25-34,18,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2002/12,F,25-34,21,2002,Census Region 1: Northeast,25-34 years
CENS-R1,2003/01,F,25-34,20,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/02,F,25-34,12,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/03,F,25-34,20,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/04,F,25-34,20,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/05,F,25-34,27,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/06,F,25-34,17,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/07,F,25-34,18,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/08,F,25-34,14,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/09,F,25-34,26,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/10,F,25-34,18,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/11,F,25-34,23,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2003/12,F,25-34,19,2003,Census Region 1: Northeast,25-34 years
CENS-R1,2004/01,F,25-34,23,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/02,F,25-34,17,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/03,F,25-34,15,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/04,F,25-34,19,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/05,F,25-34,19,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/06,F,25-34,15,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/07,F,25-34,19,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/08,F,25-34,24,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/09,F,25-34,20,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/10,F,25-34,19,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/11,F,25-34,17,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2004/12,F,25-34,21,2004,Census Region 1: Northeast,25-34 years
CENS-R1,2005/01,F,25-34,17,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/02,F,25-34,20,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/03,F,25-34,26,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/04,F,25-34,18,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/05,F,25-34,29,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/06,F,25-34,22,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/07,F,25-34,20,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/08,F,25-34,23,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/09,F,25-34,12,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/10,F,25-34,23,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/11,F,25-34,17,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2005/12,F,25-34,20,2005,Census Region 1: Northeast,25-34 years
CENS-R1,2006/01,F,25-34,23,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/02,F,25-34,19,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/03,F,25-34,22,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/04,F,25-34,30,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/05,F,25-34,32,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/06,F,25-34,26,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/07,F,25-34,22,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/08,F,25-34,21,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/09,F,25-34,22,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/10,F,25-34,21,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/11,F,25-34,24,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2006/12,F,25-34,19,2006,Census Region 1: Northeast,25-34 years
CENS-R1,2007/01,F,25-34,28,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/02,F,25-34,27,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/03,F,25-34,33,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/04,F,25-34,24,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/05,F,25-34,19,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/06,F,25-34,24,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/07,F,25-34,25,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/08,F,25-34,34,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/09,F,25-34,25,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/10,F,25-34,23,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/11,F,25-34,23,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2007/12,F,25-34,22,2007,Census Region 1: Northeast,25-34 years
CENS-R1,2008/01,F,25-34,13,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/02,F,25-34,24,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/03,F,25-34,20,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/04,F,25-34,30,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/05,F,25-34,28,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/06,F,25-34,23,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/07,F,25-34,31,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/08,F,25-34,26,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/09,F,25-34,24,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/10,F,25-34,23,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/11,F,25-34,20,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2008/12,F,25-34,19,2008,Census Region 1: Northeast,25-34 years
CENS-R1,2009/01,F,25-34,21,2009,Census Region 1: Northeast,25-34 years
