measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Colorado,Female,All ages,Opioid use disorders,Rate,1990,0.8841884645261193,0.9946370869111618,0.7812464127958328
Deaths,Colorado,Both,All ages,Opioid use disorders,Rate,1990,1.4596969556359243,1.661323156498091,1.2848538197991088
Deaths,Louisiana,Male,All ages,Opioid use disorders,Rate,1990,1.6371339069511113,1.8620133344211258,1.4296128776501404
Deaths,Louisiana,Female,All ages,Opioid use disorders,Rate,1990,0.8017684231383977,0.8934460357248215,0.7117260165373522
Deaths,Louisiana,Both,All ages,Opioid use disorders,Rate,1990,1.2045724840755676,1.350374412600686,1.0672253482111909
Deaths,Oregon,Male,All ages,Opioid use disorders,Rate,1990,2.6572168070454403,3.026044810610123,2.3048518958461917
Deaths,Oregon,Female,All ages,Opioid use disorders,Rate,1990,0.8578025339645902,0.9726004520019975,0.7616750206738981
Deaths,Oregon,Both,All ages,Opioid use disorders,Rate,1990,1.7437501880065742,1.9740570191930489,1.5329164756300235
Deaths,Connecticut,Male,All ages,Opioid use disorders,Rate,1990,2.2231639314183895,2.5382227432728786,1.9169742017752474
Deaths,Connecticut,Female,All ages,Opioid use disorders,Rate,1990,0.8433744695112766,0.9376182480079797,0.7550381998505159
Deaths,Connecticut,Both,All ages,Opioid use disorders,Rate,1990,1.5128210436761222,1.7006563832405959,1.337016280382762
Deaths,Rhode Island,Male,All ages,Opioid use disorders,Rate,1990,2.5008483260302166,2.87887505879511,2.1640662847389205
Deaths,Rhode Island,Female,All ages,Opioid use disorders,Rate,1990,0.9742570798741078,1.0995993209647577,0.8661732367550053
Deaths,Rhode Island,Both,All ages,Opioid use disorders,Rate,1990,1.7077840678683591,1.9344432023219909,1.5152859263412999
Deaths,Wyoming,Male,All ages,Opioid use disorders,Rate,1990,1.4257891872118331,1.6390968497571132,1.2303073068591268
Deaths,Wyoming,Female,All ages,Opioid use disorders,Rate,1990,0.9171034534419105,1.0484149497551407,0.8020941379849121
Deaths,Wyoming,Both,All ages,Opioid use disorders,Rate,1990,1.171881414698418,1.331036679695691,1.0318027993257486
Deaths,Michigan,Male,All ages,Opioid use disorders,Rate,1990,2.3132571219887827,2.6731830350196084,2.0065333986894958
Deaths,Michigan,Female,All ages,Opioid use disorders,Rate,1990,0.9439934687114369,1.0558284139831622,0.8355824543895022
Deaths,Michigan,Both,All ages,Opioid use disorders,Rate,1990,1.6098163690666931,1.8351804466476247,1.4143617636898222
Deaths,Georgia,Male,All ages,Opioid use disorders,Rate,1990,1.6175976141349955,1.8710916830129878,1.3993064271637685
Deaths,Georgia,Female,All ages,Opioid use disorders,Rate,1990,0.801862655593487,0.8995874617118348,0.7154099763903078
Deaths,Georgia,Both,All ages,Opioid use disorders,Rate,1990,1.198474502372606,1.363995618326037,1.0574354824208525
Deaths,Massachusetts,Male,All ages,Opioid use disorders,Rate,1990,0.892583177141431,1.0281285377081137,0.7767658072875941
Deaths,Massachusetts,Female,All ages,Opioid use disorders,Rate,1990,0.5548553628862526,0.614424358380642,0.4996225107117056
Deaths,Massachusetts,Both,All ages,Opioid use disorders,Rate,1990,0.7172552306164932,0.7976585632658807,0.6367913774588856
Deaths,District of Columbia,Male,All ages,Opioid use disorders,Rate,1990,3.896003261876175,4.5086197033882405,3.3171369734649807
Deaths,District of Columbia,Female,All ages,Opioid use disorders,Rate,1990,1.7799538240731754,2.0508590259746367,1.5412234438723935
Deaths,District of Columbia,Both,All ages,Opioid use disorders,Rate,1990,2.7628828403804455,3.1758141057543443,2.3988796477547494
Deaths,South Carolina,Male,All ages,Opioid use disorders,Rate,1990,1.7966802302083518,2.064275833123521,1.5401132144477239
Deaths,South Carolina,Female,All ages,Opioid use disorders,Rate,1990,0.8563192058237598,0.9626276675252398,0.7603707760239093
Deaths,South Carolina,Both,All ages,Opioid use disorders,Rate,1990,1.3125471146281953,1.4911578093403937,1.1506802729548993
Deaths,Tennessee,Male,All ages,Opioid use disorders,Rate,1990,1.6336565353839563,1.869258444103992,1.3985700057854658
Deaths,Tennessee,Female,All ages,Opioid use disorders,Rate,1990,0.9378418258623122,1.051296935886993,0.8366364085059657
Deaths,Tennessee,Both,All ages,Opioid use disorders,Rate,1990,1.2735231331635195,1.4337819349697847,1.1173157335937047
Deaths,Texas,Male,All ages,Opioid use disorders,Rate,1990,2.110591609026542,2.4316397744121825,1.8383185249182357
Deaths,Texas,Female,All ages,Opioid use disorders,Rate,1990,0.7500280272744659,0.8389904100009509,0.6743393244598851
Deaths,Texas,Both,All ages,Opioid use disorders,Rate,1990,1.4213202285902444,1.6099631942354171,1.2628664749652863
Deaths,New Jersey,Male,All ages,Opioid use disorders,Rate,1990,3.381854711113914,3.878662050444096,2.933214750288683
Deaths,New Jersey,Female,All ages,Opioid use disorders,Rate,1990,0.9242835664748622,1.0386661619609603,0.8145575629693516
Deaths,New Jersey,Both,All ages,Opioid use disorders,Rate,1990,2.1135391421928484,2.395813695434209,1.8611661050369008
Deaths,Vermont,Male,All ages,Opioid use disorders,Rate,1990,1.8606527990262975,2.115288910057042,1.624563241199511
Deaths,Vermont,Female,All ages,Opioid use disorders,Rate,1990,0.7082027494084908,0.7928904359298241,0.6249156890400631
Deaths,Vermont,Both,All ages,Opioid use disorders,Rate,1990,1.2732353312474278,1.4280443547804558,1.1270925570758108
Deaths,Mississippi,Male,All ages,Opioid use disorders,Rate,1990,1.211172815449911,1.3834710782884192,1.0645260824529976
Deaths,Mississippi,Female,All ages,Opioid use disorders,Rate,1990,0.6493414800290137,0.7324026850559505,0.5775139014252102
Deaths,Mississippi,Both,All ages,Opioid use disorders,Rate,1990,0.9185252804180439,1.0253538777114206,0.8195734121357324
Deaths,Hawaii,Male,All ages,Opioid use disorders,Rate,1990,1.7641717798784466,2.0202416520036097,1.5428401977594228
Deaths,Hawaii,Female,All ages,Opioid use disorders,Rate,1990,0.5293372620868555,0.5971854737001132,0.46876753813019667
Deaths,Hawaii,Both,All ages,Opioid use disorders,Rate,1990,1.158587074448885,1.311039444098952,1.0325075267346064
Deaths,Virginia,Male,All ages,Opioid use disorders,Rate,1990,1.7248895468143082,1.9908254036402495,1.5074542643757256
Deaths,Virginia,Female,All ages,Opioid use disorders,Rate,1990,0.6186033871649338,0.7004741955623173,0.5524987492185359
Deaths,Virginia,Both,All ages,Opioid use disorders,Rate,1990,1.1618617744089519,1.327306202290998,1.0297703862922576
Deaths,Missouri,Male,All ages,Opioid use disorders,Rate,1990,1.6524901304951096,1.8907986253820162,1.4445950587011864
Deaths,Missouri,Female,All ages,Opioid use disorders,Rate,1990,0.7205143891800699,0.8071017198076251,0.645061847959931
Deaths,Missouri,Both,All ages,Opioid use disorders,Rate,1990,1.1701361981693092,1.323238199962528,1.0380221098186393
Deaths,Arizona,Male,All ages,Opioid use disorders,Rate,1990,3.2761848381383945,3.7310737407531005,2.8485613952835713
Deaths,Arizona,Female,All ages,Opioid use disorders,Rate,1990,0.9593604773654131,1.0919799922858662,0.8467687063734423
Deaths,Arizona,Both,All ages,Opioid use disorders,Rate,1990,2.1057865631469754,2.393728689505691,1.85049210045545
Deaths,New Hampshire,Male,All ages,Opioid use disorders,Rate,1991,1.7993037901686677,2.05732245146511,1.5712680355874125
Deaths,New Hampshire,Female,All ages,Opioid use disorders,Rate,1991,0.8606516571906004,0.9621593899064627,0.7616222378402896
Deaths,New Hampshire,Both,All ages,Opioid use disorders,Rate,1991,1.3214908958483593,1.4703618149908053,1.1718664047089835
Deaths,Indiana,Male,All ages,Opioid use disorders,Rate,1990,1.001622145183899,1.1550133741311368,0.8724830115140582
Deaths,Indiana,Female,All ages,Opioid use disorders,Rate,1990,0.5949492414872262,0.6660599490134563,0.5348892185762987
Deaths,Indiana,Both,All ages,Opioid use disorders,Rate,1990,0.7924652677592855,0.892950579931886,0.7066181362416042
Deaths,Illinois,Male,All ages,Opioid use disorders,Rate,1990,3.2627545805290032,3.73344135127351,2.8675681874901873
Deaths,Illinois,Female,All ages,Opioid use disorders,Rate,1990,0.9171017909795177,1.0244711201448318,0.8241402402990677
Deaths,Illinois,Both,All ages,Opioid use disorders,Rate,1990,2.0582533614767526,2.33281819101798,1.830460978732785
Deaths,Nebraska,Male,All ages,Opioid use disorders,Rate,1990,0.7806289904299214,0.8912439129360424,0.6723673545007012
Deaths,Nebraska,Female,All ages,Opioid use disorders,Rate,1990,0.49051418428271926,0.5525399787558563,0.4349988050245888
Deaths,Nebraska,Both,All ages,Opioid use disorders,Rate,1990,0.632130874786499,0.7088658631868825,0.5562026574711249
Deaths,Alabama,Male,All ages,Opioid use disorders,Rate,1991,1.14456220675623,1.2985015093399743,0.9959299082940368
Deaths,Alabama,Female,All ages,Opioid use disorders,Rate,1991,0.754135601496035,0.8433233281930756,0.672577477169123
Deaths,Alabama,Both,All ages,Opioid use disorders,Rate,1991,0.9415320322897616,1.0555088351767543,0.8366910348262843
Deaths,Vermont,Male,All ages,Opioid use disorders,Rate,1991,1.9364929088404779,2.2092802500389257,1.6849258399701164
Deaths,Vermont,Female,All ages,Opioid use disorders,Rate,1991,0.7183771265724525,0.8094714827439556,0.6275455050907743
Deaths,Vermont,Both,All ages,Opioid use disorders,Rate,1991,1.3158663028530344,1.4851476930716252,1.160476276374775
Deaths,Nevada,Male,All ages,Opioid use disorders,Rate,1990,3.1633430013171258,3.634589315619886,2.7440847189705324
Deaths,Nevada,Female,All ages,Opioid use disorders,Rate,1990,1.3558336197718897,1.51874295838768,1.1991620912721919
Deaths,Nevada,Both,All ages,Opioid use disorders,Rate,1990,2.278217877844991,2.5784233903687404,2.0064125002787545
Deaths,New York,Male,All ages,Opioid use disorders,Rate,1991,4.828574204221351,5.436951891865,4.218652256408736
Deaths,New York,Female,All ages,Opioid use disorders,Rate,1991,1.2181274890171383,1.3648584171453342,1.0803554297156643
Deaths,New York,Both,All ages,Opioid use disorders,Rate,1991,2.9524655680247407,3.3075409662787827,2.6021359777979325
Deaths,Montana,Male,All ages,Opioid use disorders,Rate,1990,1.1205707171163994,1.2905731017059856,0.9742741880376073
Deaths,Montana,Female,All ages,Opioid use disorders,Rate,1990,0.6932708123915737,0.7809536232766252,0.6100530862356006
Deaths,Montana,Both,All ages,Opioid use disorders,Rate,1990,0.9052751402619645,1.0231398240866194,0.7982036795355276
Deaths,Arkansas,Male,All ages,Opioid use disorders,Rate,1991,1.0773852211539363,1.2394316441446946,0.9349301542317862
Deaths,Arkansas,Female,All ages,Opioid use disorders,Rate,1991,0.5758706922069952,0.653745066510149,0.5125735388278273
Deaths,Arkansas,Both,All ages,Opioid use disorders,Rate,1991,0.8181402520677502,0.9262557834262642,0.7248970827231553
Deaths,Kansas,Male,All ages,Opioid use disorders,Rate,1991,1.1957626202774632,1.3632678718249978,1.0461132034456133
Deaths,Kansas,Female,All ages,Opioid use disorders,Rate,1991,0.6849709028238088,0.7640680490244423,0.6127245911656433
Deaths,Kansas,Both,All ages,Opioid use disorders,Rate,1991,0.935796021419316,1.0509368249881528,0.8285185693419935
Deaths,West Virginia,Male,All ages,Opioid use disorders,Rate,1991,1.880225727481291,2.1310891152627205,1.6561857060162366
Deaths,West Virginia,Female,All ages,Opioid use disorders,Rate,1991,1.100457191188005,1.2321509691961694,0.9807677392571493
Deaths,West Virginia,Both,All ages,Opioid use disorders,Rate,1991,1.4754059495335288,1.6467162723623905,1.3220325457559376
Deaths,Pennsylvania,Male,All ages,Opioid use disorders,Rate,1990,3.303693466958927,3.8080121613902023,2.855241070477181
Deaths,Pennsylvania,Female,All ages,Opioid use disorders,Rate,1990,0.9847643464286036,1.103967899064249,0.8782868889217037
Deaths,Pennsylvania,Both,All ages,Opioid use disorders,Rate,1990,2.0978616169976303,2.3964662422420746,1.8428141655832282
Deaths,Ohio,Male,All ages,Opioid use disorders,Rate,1991,1.5436712248459172,1.7712793111752663,1.318461295901498
Deaths,Ohio,Female,All ages,Opioid use disorders,Rate,1991,0.8029571656981256,0.890638387762497,0.7227024241128865
Deaths,Ohio,Both,All ages,Opioid use disorders,Rate,1991,1.1604823072865422,1.3077840394672426,1.0193075928101298
Deaths,New Mexico,Male,All ages,Opioid use disorders,Rate,1990,5.137247678879191,5.891314734976036,4.485932576153053
Deaths,New Mexico,Female,All ages,Opioid use disorders,Rate,1990,1.3391519884695495,1.508823672799748,1.1851932891743786
Deaths,New Mexico,Both,All ages,Opioid use disorders,Rate,1990,3.2102678789197205,3.631509499191405,2.838758376756602
Deaths,New Hampshire,Male,All ages,Opioid use disorders,Rate,1990,1.7798317962265082,2.0323247369203696,1.553416331818847
Deaths,New Hampshire,Female,All ages,Opioid use disorders,Rate,1990,0.800406748132994,0.8929630593621908,0.7081424336234089
Deaths,New Hampshire,Both,All ages,Opioid use disorders,Rate,1990,1.2809950062745505,1.42689155293343,1.1443998232028927
Deaths,Florida,Male,All ages,Opioid use disorders,Rate,1990,1.7423730928714052,1.9974894520876287,1.5115542992899045
Deaths,Florida,Female,All ages,Opioid use disorders,Rate,1990,0.8099773729793692,0.899739350963521,0.7293025389430124
Deaths,Florida,Both,All ages,Opioid use disorders,Rate,1990,1.2620233860236836,1.420055611757886,1.112885372066033
Deaths,South Dakota,Male,All ages,Opioid use disorders,Rate,1990,0.6688895179141375,0.7726837394988011,0.576235764084495
Deaths,South Dakota,Female,All ages,Opioid use disorders,Rate,1990,0.39294822400794804,0.4438170824942541,0.34577391428428406
Deaths,South Dakota,Both,All ages,Opioid use disorders,Rate,1990,0.5289338900621317,0.5978966767840126,0.46634216490408964
Deaths,Connecticut,Male,All ages,Opioid use disorders,Rate,1991,2.6466055813314586,3.0261652341519714,2.2950035227063847
Deaths,Connecticut,Female,All ages,Opioid use disorders,Rate,1991,0.854714833826921,0.9587662441284965,0.7640640790839427
Deaths,Connecticut,Both,All ages,Opioid use disorders,Rate,1991,1.7242618495564381,1.9541263241103488,1.5168268610675857
Deaths,Nevada,Male,All ages,Opioid use disorders,Rate,1992,3.3484316801109246,3.8075169200169703,2.9339895320743
Deaths,Nevada,Female,All ages,Opioid use disorders,Rate,1992,1.5018926632268135,1.6933726078903637,1.3185490692644677
Deaths,Nevada,Both,All ages,Opioid use disorders,Rate,1992,2.4444380194703896,2.7569582498199408,2.1614436219510225
Deaths,Maine,Male,All ages,Opioid use disorders,Rate,1991,1.8875071834712043,2.149691398421443,1.637036993499021
Deaths,Maine,Female,All ages,Opioid use disorders,Rate,1991,0.8426392141558292,0.9528550218244045,0.7454262872543638
Deaths,Maine,Both,All ages,Opioid use disorders,Rate,1991,1.352073727950655,1.5089915872087414,1.191805261910101
Deaths,Idaho,Male,All ages,Opioid use disorders,Rate,1992,1.4236602087490817,1.6173635826310275,1.243801546282893
Deaths,Idaho,Female,All ages,Opioid use disorders,Rate,1992,0.8404597273952304,0.9539422615501535,0.7399240021008612
Deaths,Idaho,Both,All ages,Opioid use disorders,Rate,1992,1.1313215276368311,1.2734924169936852,1.0018000176964947
Deaths,Utah,Male,All ages,Opioid use disorders,Rate,1992,1.3519748486241447,1.5643772556430624,1.1684898595764892
Deaths,Utah,Female,All ages,Opioid use disorders,Rate,1992,0.7170971789967427,0.812731239447514,0.6318538670794853
Deaths,Utah,Both,All ages,Opioid use disorders,Rate,1992,1.0331148883559973,1.1730276822343961,0.9094025110330349
Deaths,Rhode Island,Male,All ages,Opioid use disorders,Rate,1991,2.3786976686058816,2.721134789861048,2.07020169086322
Deaths,Rhode Island,Female,All ages,Opioid use disorders,Rate,1991,1.0553109155752411,1.1827350254389517,0.9335763551495749
Deaths,Rhode Island,Both,All ages,Opioid use disorders,Rate,1991,1.6916464722392714,1.9075113618459947,1.5044013938742402
Deaths,Utah,Male,All ages,Opioid use disorders,Rate,1990,1.1980865556759435,1.39412390253014,1.0318359394046224
Deaths,Utah,Female,All ages,Opioid use disorders,Rate,1990,0.6159170120170752,0.6982635719455538,0.5456674345559174
Deaths,Utah,Both,All ages,Opioid use disorders,Rate,1990,0.9054487004722374,1.035850130807607,0.7924877264935607
Deaths,Arizona,Male,All ages,Opioid use disorders,Rate,1991,3.5046325608314177,3.9903433937194643,3.0455094269114666
Deaths,Arizona,Female,All ages,Opioid use disorders,Rate,1991,1.0493214447286439,1.1813199397886522,0.9347755473121285
Deaths,Arizona,Both,All ages,Opioid use disorders,Rate,1991,2.26506479487399,2.5481067379211373,1.9888596266871756
Deaths,New Mexico,Male,All ages,Opioid use disorders,Rate,1991,5.549532371517553,6.354992381271757,4.8536324373985895
Deaths,New Mexico,Female,All ages,Opioid use disorders,Rate,1991,1.4281643514274438,1.6168211639699752,1.2706828568217232
Deaths,New Mexico,Both,All ages,Opioid use disorders,Rate,1991,3.457671326991618,3.930268957779936,3.0601431155352192
Deaths,Idaho,Male,All ages,Opioid use disorders,Rate,1990,1.2269123075839923,1.4067697992625863,1.0655735072449821
Deaths,Idaho,Female,All ages,Opioid use disorders,Rate,1990,0.7211459875546458,0.8131405976393636,0.6342959226398523
Deaths,Idaho,Both,All ages,Opioid use disorders,Rate,1990,0.9732280472429291,1.0931453318256652,0.862110817022111
Deaths,Alaska,Male,All ages,Opioid use disorders,Rate,1991,2.5667323833164684,2.9763679446783984,2.192085831874988
Deaths,Alaska,Female,All ages,Opioid use disorders,Rate,1991,1.197456811404515,1.3748044470425136,1.0363072058481178
Deaths,Alaska,Both,All ages,Opioid use disorders,Rate,1991,1.9187371647719305,2.1980458322051994,1.6640970341326082
Deaths,Iowa,Male,All ages,Opioid use disorders,Rate,1991,0.9087917058808481,1.0342922460599486,0.7911841336098071
Deaths,Iowa,Female,All ages,Opioid use disorders,Rate,1991,0.49693988759245633,0.5555464747415482,0.4422684461022103
Deaths,Iowa,Both,All ages,Opioid use disorders,Rate,1991,0.6968534476688312,0.7809938286118521,0.6163005102970271
Deaths,Hawaii,Male,All ages,Opioid use disorders,Rate,1992,2.1272399592269644,2.432227082655259,1.8368568091774962
Deaths,Hawaii,Female,All ages,Opioid use disorders,Rate,1992,0.599982892268258,0.6766622636172733,0.5288376771577834
Deaths,Hawaii,Both,All ages,Opioid use disorders,Rate,1992,1.37636695506894,1.5490939957634993,1.2099409601199311
Deaths,Virginia,Male,All ages,Opioid use disorders,Rate,1991,1.844190271822887,2.1031942245734987,1.6077019314892542
Deaths,Virginia,Female,All ages,Opioid use disorders,Rate,1991,0.6371987031936975,0.7140803507251877,0.567637467099982
Deaths,Virginia,Both,All ages,Opioid use disorders,Rate,1991,1.2300090705027962,1.393460086606886,1.0851063888618304
Deaths,New Jersey,Male,All ages,Opioid use disorders,Rate,1991,3.736206788808787,4.294735864509999,3.2366894352085636
Deaths,New Jersey,Female,All ages,Opioid use disorders,Rate,1991,0.9571362718924602,1.077335741699565,0.8503377359800298
Deaths,New Jersey,Both,All ages,Opioid use disorders,Rate,1991,2.302817654809617,2.6129966430204243,2.018380843014753
Deaths,Iowa,Male,All ages,Opioid use disorders,Rate,1992,0.9622429156152397,1.092120035188548,0.8331276478232174
Deaths,Iowa,Female,All ages,Opioid use disorders,Rate,1992,0.5200705156820709,0.5822989251263607,0.46597377118401717
Deaths,Iowa,Both,All ages,Opioid use disorders,Rate,1992,0.7348644905140229,0.8239301873822228,0.647821469863362
Deaths,New Mexico,Male,All ages,Opioid use disorders,Rate,1992,5.978652634199625,6.898240014717261,5.270237657698709
Deaths,New Mexico,Female,All ages,Opioid use disorders,Rate,1992,1.572745342803289,1.7759981283269874,1.3935157467529489
Deaths,New Mexico,Both,All ages,Opioid use disorders,Rate,1992,3.741659016212122,4.274369511438016,3.3336421418012434
Deaths,Arizona,Male,All ages,Opioid use disorders,Rate,1992,3.978715831789577,4.570464950342883,3.483910395550222
Deaths,Arizona,Female,All ages,Opioid use disorders,Rate,1992,1.122030865952058,1.277179891007022,0.9912958765813038
Deaths,Arizona,Both,All ages,Opioid use disorders,Rate,1992,2.5376848651378423,2.8727223341127446,2.2408716338402472
Deaths,Tennessee,Male,All ages,Opioid use disorders,Rate,1991,1.709124558654794,1.9515176957405904,1.4741649196524786
Deaths,Tennessee,Female,All ages,Opioid use disorders,Rate,1991,0.9751604664419824,1.0906662490303576,0.86807896387205
Deaths,Tennessee,Both,All ages,Opioid use disorders,Rate,1991,1.3293967872785004,1.4954380543987655,1.1632065581346478
Deaths,California,Male,All ages,Opioid use disorders,Rate,1991,5.3796800095239465,6.067029919952933,4.750530790134725
Deaths,California,Female,All ages,Opioid use disorders,Rate,1991,1.6092587909321545,1.7928598967915808,1.4380174851732197
Deaths,California,Both,All ages,Opioid use disorders,Rate,1991,3.4993993107531054,3.9083677783284947,3.1155052771295155
Deaths,Iowa,Male,All ages,Opioid use disorders,Rate,1990,0.8493141671695361,0.9670742055157812,0.7408607346492062
Deaths,Iowa,Female,All ages,Opioid use disorders,Rate,1990,0.44516003462664205,0.4999650045059865,0.39236796577269767
Deaths,Iowa,Both,All ages,Opioid use disorders,Rate,1990,0.6412482790851926,0.7196776265579922,0.5671980226909376
Deaths,Indiana,Male,All ages,Opioid use disorders,Rate,1992,1.1457926485220276,1.3148992654325646,1.0044943062345357
Deaths,Indiana,Female,All ages,Opioid use disorders,Rate,1992,0.6587939606822996,0.7368717709173173,0.5918643377826663
