measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1993,0.5573352471304157,0.6071533474590113,0.5089185998798181
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1993,1.8186107096959283,2.0064979500734292,1.6614945813497377
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1993,3.193537392128612,3.53660443489462,2.9018658629724294
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1993,4.217701305577872,4.640731494832213,3.813981553802133
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1993,5.148000437162102,5.623247814887971,4.693040653275478
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1993,4.950683388615423,5.473713543108325,4.4915598408445465
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1993,3.3466339588901137,3.725856146845662,3.0201702547178537
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1993,2.0101176346134095,2.216930470734555,1.8364768968499743
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1993,1.3465387252389711,1.4835012871094195,1.2252748561370312
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1993,0.9680914430970642,1.0469159787413085,0.9012735842875218
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1992,0.5157327028971402,0.5623548023754182,0.4707999972709825
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1992,1.6963469441499153,1.8738875356350966,1.5456300776106857
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1992,3.036137492832974,3.3728684202575585,2.7365823500109494
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1992,3.993849490551766,4.393424238061673,3.629717984391098
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1992,4.728837644207446,5.198828892772208,4.31695830304815
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1992,4.290545234765259,4.746114455635567,3.908873459965472
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1992,2.9034010308758638,3.2339472668200426,2.6089026893131297
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1992,1.7727324055866218,1.9567044197505123,1.6196228296895698
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1992,1.22119612869087,1.3429377210371183,1.1129272521585323
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1992,0.9051289928895884,0.9780030057480357,0.8407209760733174
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1994,0.6154928750143658,0.6718638298222932,0.5626310872329126
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1994,1.9739488855915115,2.1742334519335653,1.8047280279713065
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1994,3.3490584232322207,3.670798096650375,3.049118990302241
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1994,4.347965135215945,4.760524316336421,3.9419874871141625
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1994,5.391901757566627,5.891539385074957,4.960568759676767
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1994,5.448363147617887,6.019139606401448,4.957969901968554
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1994,3.818166559632364,4.23014886580581,3.4507634465669823
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1994,2.258939398828294,2.479304856172734,2.068717301139491
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1994,1.466488805045051,1.6104159785350747,1.3351498295136355
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1994,1.0307807432855447,1.111819622091249,0.958636751241989
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1995,0.6845808397880153,0.744547257024202,0.6254022372955469
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1995,2.1478930259271154,2.376488705998622,1.9636804979459395
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1995,3.4572231239668243,3.7821208932566788,3.165314930177891
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1995,4.427807778737157,4.825856856408727,4.05437182640388
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1995,5.634188616575179,6.102532916731479,5.219405733799047
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1995,5.930221702443575,6.5061911421713985,5.422005589019463
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1995,4.289026427766973,4.7519487316620594,3.890145880873792
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1995,2.5228353207998064,2.750049495118375,2.317938724856552
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1995,1.5967150564776105,1.7559166003455193,1.4487101743932487
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1995,1.0856378233079855,1.1700436540641825,1.0094651129631367
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1996,0.751486822426654,0.821377738752175,0.6895881895497505
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1996,2.333458801688646,2.5736086105734683,2.137063508841781
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1996,3.6272096741859525,3.9947092925057457,3.3117780326199338
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1996,4.581988264453101,4.960633691429987,4.228059800913659
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1996,5.90196812661012,6.368889603567496,5.476055013400721
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1996,6.367767649619917,6.948824348486779,5.830786697433666
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1996,4.793319549459572,5.286622013146643,4.360717947586289
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1996,2.776296329044436,3.015507175500412,2.5677632089041977
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1996,1.746726652919265,1.9268056806468012,1.5882358262684342
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1996,1.152633356852302,1.2460721173687748,1.0718164292264922
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1997,0.845723831844498,0.9245467380876218,0.7725790670000694
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1997,2.6070068294899253,2.87985565287043,2.404641020657803
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1997,3.916396648132575,4.324308734081605,3.598335955114651
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1997,4.918771551657572,5.297357122901628,4.566328115734667
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1997,6.360504342567267,6.830677123996564,5.919994891920403
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1997,7.017941233960054,7.589697369133829,6.471176297204098
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1997,5.394106174737699,5.899752519163023,4.939989429750025
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1997,3.0813159757913566,3.3435485340505213,2.85998591679657
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1997,1.9287475841409518,2.1179968571285595,1.7534010865798058
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1997,1.2373527589688387,1.3345466776392794,1.1468672576656544
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1998,0.9584786645381782,1.0457565297702174,0.8787977996958755
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1998,2.956872905018723,3.2644869409995407,2.731001758368644
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1998,4.217906979911942,4.662369989989284,3.88926410532166
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1998,5.197216588303157,5.581320811638082,4.862097680466001
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1998,6.7854612823092255,7.26338173100444,6.344960311769661
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1998,7.700370186438372,8.307207525741285,7.1346198221441215
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1998,6.137948553207679,6.662610071154572,5.608989164934748
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1998,3.493065845452742,3.7664055269508103,3.256946943931822
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1998,2.164595299772067,2.37207972583039,1.9743295621257184
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1998,1.3577419113662197,1.4646432729904906,1.2571641723025475
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2000,1.304252962362723,1.4157411409268212,1.1965626097234907
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2000,3.958174470805635,4.297513822386909,3.6712431778027907
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2000,5.302777463876567,5.741194984725313,4.9438927018703005
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2000,6.004059278942983,6.442803566570664,5.632218885110394
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2000,7.879985601186927,8.380088522941039,7.392170553431753
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2000,9.269571596581345,9.969546990782117,8.639097220270862
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2000,7.949613354570899,8.637110207314368,7.330081529271124
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2000,4.594309925864076,4.921467071929128,4.308758715542806
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2000,2.824111301954645,3.0821322547400696,2.59633049032777
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2000,1.6546769261799261,1.7877759825653823,1.5418170167886809
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,1999,1.1084921528126084,1.2064357472265146,1.013813255835965
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,1999,3.41336597649003,3.745621383608991,3.1555870387392564
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,1999,4.704752422568925,5.167768768558399,4.3598071963833345
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,1999,5.581622494758188,5.992700641675518,5.244755758552076
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,1999,7.303574541770914,7.785108782507974,6.858852385386257
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,1999,8.454946950990932,9.084268555999603,7.850358082223278
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,1999,7.060538689084083,7.643772998841017,6.502096327395139
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,1999,4.02681390376616,4.333647574868615,3.7768785156101528
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,1999,2.484417201848991,2.7125523035967993,2.27331140492021
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,1999,1.5003645510218862,1.621222228113296,1.3925901995847267
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2001,1.5033947394994602,1.6258992966729284,1.3774585604034073
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2001,4.470575098262198,4.8102776428202105,4.146983057531392
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2001,5.911003939532375,6.343507144075635,5.526378917638032
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2001,6.504687084515685,6.982251456458868,6.0882045741117565
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2001,8.623100890548942,9.194437118333443,8.082281620744084
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2001,10.224856376038895,10.957920631480372,9.553764955445057
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2001,9.079377456054953,9.846225738728052,8.37616545313445
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2001,5.3706643688187965,5.733792478982531,5.031255990219795
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2001,3.2994015549934166,3.608811067560316,3.0425845735902053
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2001,1.8770907008525959,2.0245434188128795,1.748176048008277
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2002,1.7279582075150424,1.869535765588454,1.5945499779954588
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2002,5.100342034724139,5.508148234621437,4.719303703162972
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2002,6.649444469997211,7.123382391481591,6.2046465023305934
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2002,7.227433607915186,7.774602042265513,6.733683840973273
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2002,9.520058133103449,10.178137111655357,8.907024517414587
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2002,11.713733413941407,12.603707029572393,10.911788614325019
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2002,10.694942760038286,11.60311391630419,9.852062039675058
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2002,6.518685048923497,6.995634125512982,6.086586765148552
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2002,3.9678784375161227,4.354805646505472,3.641573291900164
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2002,2.1830503527746106,2.3598549694310513,2.0259475982012045
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2003,1.9126376270807415,2.06996637732239,1.7656747273727253
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2003,5.673740770492822,6.17142456020441,5.205687200154023
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2003,7.348586254349415,7.8985703062659365,6.784171501459038
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2003,7.8142265492637355,8.425649266168561,7.2517306362973315
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2003,10.287026218510656,11.045341804685464,9.6128646652077
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2003,13.050393340396354,14.082601977827839,12.107339258483952
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2003,12.351816321613294,13.386180883403833,11.369966907477849
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2003,7.790499982098914,8.406525712513186,7.230500273779517
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2003,4.702758569270383,5.143977483124994,4.305081845884193
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2003,2.503759942602424,2.7054796077334453,2.3254356722346996
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2004,2.08716361215786,2.2744993523026236,1.918391315619462
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2004,6.158330336750972,6.71374228158015,5.600438176908688
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2004,8.036247945798484,8.677826476479561,7.3167133522090095
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2004,8.333251706161722,8.98403076020448,7.727909284262335
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2004,10.889702604404258,11.703687150244471,10.180479864767875
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2004,13.98838525672431,15.109690091270602,12.932344219095699
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2004,13.696726057802346,14.972544982184521,12.543365619076974
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2004,8.916958771926726,9.633258318428249,8.234324329220655
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2004,5.398219189110293,5.867312226114357,4.92377162256452
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2004,2.8062060210876743,3.01742638255378,2.6133641231631826
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2005,2.222491164637267,2.4386358014276412,2.0355973442252595
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2005,6.749998349389396,7.404189480767973,6.041945688979721
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2005,8.863721068649328,9.619390338898738,7.936606770693408
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2005,9.15985278100501,9.914472232246784,8.41278457130069
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2005,11.54028157769687,12.410595908566858,10.777335517589195
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2005,14.779733743825135,15.970310634699715,13.68321189052734
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2005,14.794949861205822,16.191288968253005,13.545931372763658
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2005,10.035527638421128,10.877865578814724,9.267728801788344
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2005,6.151071001013167,6.7007452155608505,5.587205059954888
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2005,3.139382693240113,3.378386881497274,2.912854575432946
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2006,2.3199194222248827,2.5553462780104717,2.122509165812729
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2006,7.330662002993013,7.999346547383967,6.519881691273081
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2006,9.76012001357095,10.602862749890141,8.707655317238977
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2006,9.99379258583684,10.762439883639622,9.176305718004986
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2006,12.098963647101169,12.98540624397782,11.318041668756356
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2006,15.102840026120694,16.258015732916853,13.990707139735628
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2006,15.329512540037982,16.681458319124395,14.10863193264461
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2006,10.764254551056341,11.688202382637474,9.985053044924951
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2006,6.803154558781705,7.431452789102589,6.227336199599256
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2006,3.458365354899528,3.727738137066428,3.2106774608484145
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2008,2.3457476614800843,2.5612847312077998,2.16649697707099
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2008,7.948544588973587,8.569952130613675,7.345257680260496
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2008,11.087333281504199,11.871009850245224,10.318128695041885
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2008,11.27539824275893,11.99991042670694,10.578462658910125
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2008,12.831828411264084,13.705312802332728,12.023768445350997
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2008,15.117167375308622,16.26913295268042,14.022652390497205
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2008,15.683723111648543,16.94543917603479,14.527532944568016
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2008,11.754802408285158,12.667741898152546,10.896484404413549
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2008,7.961396456841139,8.686472839744871,7.286946883126003
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2008,4.1028289798669295,4.431209376496185,3.813150317625194
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2007,2.3669608360542727,2.6049002635352756,2.177257753155802
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2007,7.716113321124522,8.393547979598827,6.946759714414104
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2007,10.450508462442219,11.28030976099828,9.499014751872615
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2007,10.603438254462974,11.342179302319424,9.839864660996625
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2007,12.430691095128712,13.328842093465216,11.59704750834378
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2007,15.02681154137106,16.178928874095316,13.913629659951589
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2007,15.47919824749267,16.84541566317677,14.296593056347245
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2007,11.273094594264375,12.198655089577905,10.45593617142533
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2007,7.39390669341578,8.062027309683689,6.766582090648929
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2007,3.7939530938968806,4.095091949057588,3.52935852713458
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2009,2.2870788248782796,2.512671319182789,2.102261962188099
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2009,8.158696790563136,8.729058145444286,7.636221860306742
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2009,11.856227662800396,12.607695026484414,11.168804180023475
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2009,12.165073019340538,12.928089056234572,11.41345870176072
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2009,13.349935895108878,14.335651078592129,12.533692972443799
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2009,15.240810602938096,16.4200614038345,14.192195543136858
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2009,15.943099583351225,17.220051819658323,14.795098135501584
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2009,12.306289603676744,13.21021940690187,11.429148367424148
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2009,8.596636846064225,9.314561041809757,7.867705866999862
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2009,4.467323796584184,4.8449864055080685,4.142763716440895
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2010,2.2884035411316135,2.5202463241813695,2.0905401571471836
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2010,8.524923866833056,9.1351678396998,7.976203115163362
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2010,12.738580193364424,13.654039092698051,11.981990525857722
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2010,13.176287793492314,14.154060448164625,12.377840786322567
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2010,14.026198920127076,15.163731278325766,13.151222927502626
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2010,15.326056504327612,16.550040693144425,14.286676070992911
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2010,16.2410323270224,17.518135536893716,15.12718605486533
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2010,12.83832979653942,13.793579777218536,11.995291309203365
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2010,9.255985531443631,10.038830384798976,8.48790702274743
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2010,4.85986520406187,5.2716456414335005,4.507419289602516
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2011,2.3224351897117135,2.5622473380736825,2.1182133648814245
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2011,9.06240424449417,9.707062614343718,8.464690613974689
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2011,13.928563008473217,15.008914196685986,13.052540254277286
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2011,14.537420741756986,15.711208461001764,13.60172941394858
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2011,14.977451871781843,16.237655538238027,14.026219483969635
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2011,15.846980757407389,17.146772118608897,14.780616849156521
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2011,16.87114361465033,18.16031324118314,15.758362021274413
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2011,13.668148324228353,14.669333125629525,12.768545955014384
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2011,10.074171446229599,10.9531755633668,9.247192293940554
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2011,5.31051439575511,5.7637111449533105,4.913168288868405
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2013,2.329322361509937,2.614038983803748,2.1117916182779504
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2013,10.279017687611752,11.318896791493668,9.551392440338011
Deaths,United States of America,Both,25-29 years,Opioid use disorders,Rate,2013,16.73570241321355,18.5655697890383,15.460372243098421
Deaths,United States of America,Both,30-34 years,Opioid use disorders,Rate,2013,17.55030729547357,19.333855549575862,16.12155049630506
Deaths,United States of America,Both,35-39 years,Opioid use disorders,Rate,2013,17.43500227034545,19.033239007976004,16.20387473914734
Deaths,United States of America,Both,40-44 years,Opioid use disorders,Rate,2013,17.36320985683398,18.703066993325155,16.243502961032366
Deaths,United States of America,Both,45-49 years,Opioid use disorders,Rate,2013,18.232175596538024,19.57931268520041,16.995263002280875
Deaths,United States of America,Both,50-54 years,Opioid use disorders,Rate,2013,15.432820475250466,16.600472665708505,14.43631334263854
Deaths,United States of America,Both,55-59 years,Opioid use disorders,Rate,2013,11.91961511768438,12.94045330600761,10.950203364910466
Deaths,United States of America,Both,60-64 years,Opioid use disorders,Rate,2013,6.41997707514616,6.980228074132242,5.920905376003871
Deaths,United States of America,Both,15-19 years,Opioid use disorders,Rate,2012,2.286369491575127,2.5278255147275503,2.0812756443866385
Deaths,United States of America,Both,20-24 years,Opioid use disorders,Rate,2012,9.499919382478287,10.315792047717599,8.84100153006604
