state_fips,state_name,year,population
20,Kansas,2024,2965252
20,Kansas,2025,2977220
21,Kentucky,2004,4147970
21,Kentucky,2005,4182293
21,Kentucky,2006,4219374
21,Kentucky,2007,4256278
21,Kentucky,2008,4287931
21,Kentucky,2009,4314113
21,Kentucky,2010,4348181
21,Kentucky,2011,4369821
21,Kentucky,2012,4386346
21,Kentucky,2013,4404659
21,Kentucky,2014,4414349
21,Kentucky,2015,4425976
21,Kentucky,2016,4438182
21,Kentucky,2017,4452268
21,Kentucky,2018,4461153
21,Kentucky,2019,4467673
21,Kentucky,2020,4508271
21,Kentucky,2021,4508348
21,Kentucky,2022,4521238
21,Kentucky,2023,4549953
21,Kentucky,2024,4584046
21,Kentucky,2025,4606864
22,Louisiana,2004,4489327
22,Louisiana,2005,4497691
22,Louisiana,2006,4240327
22,Louisiana,2007,4376122
22,Louisiana,2008,4451513
22,Louisiana,2009,4492076
22,Louisiana,2010,4544532
22,Louisiana,2011,4575625
22,Louisiana,2012,4600972
22,Louisiana,2013,4624527
22,Louisiana,2014,4644013
22,Louisiana,2015,4664628
22,Louisiana,2016,4678135
22,Louisiana,2017,4670560
22,Louisiana,2018,4659690
22,Louisiana,2019,4648794
22,Louisiana,2020,4652145
22,Louisiana,2021,4628595
22,Louisiana,2022,4600892
22,Louisiana,2023,4598777
22,Louisiana,2024,4614878
22,Louisiana,2025,4618189
23,Maine,2004,1308253
23,Maine,2005,1311631
23,Maine,2006,1314963
23,Maine,2007,1317308
23,Maine,2008,1319691
23,Maine,2009,1318301
23,Maine,2010,1327629
23,Maine,2011,1328284
23,Maine,2012,1327729
23,Maine,2013,1328009
23,Maine,2014,1330513
23,Maine,2015,1328262
23,Maine,2016,1331317
23,Maine,2017,1334612
23,Maine,2018,1339057
23,Maine,2019,1344212
23,Maine,2020,1364546
23,Maine,2021,1379009
23,Maine,2022,1391585
23,Maine,2023,1401992
23,Maine,2024,1408438
23,Maine,2025,1414874
24,Maryland,2004,5542659
24,Maryland,2005,5582520
24,Maryland,2006,5612196
24,Maryland,2007,5634242
24,Maryland,2008,5658655
24,Maryland,2009,5699478
24,Maryland,2010,5788645
24,Maryland,2011,5839419
24,Maryland,2012,5886992
24,Maryland,2013,5923188
24,Maryland,2014,5957283
24,Maryland,2015,5985562
24,Maryland,2016,6003323
24,Maryland,2017,6023868
24,Maryland,2018,6035802
24,Maryland,2019,6045680
24,Maryland,2020,6178387
24,Maryland,2021,6176035
24,Maryland,2022,6183257
24,Maryland,2023,6204927
24,Maryland,2024,6245314
24,Maryland,2025,6265347
25,Massachusetts,2004,6451279
25,Massachusetts,2005,6453031
25,Massachusetts,2006,6466399
25,Massachusetts,2007,6499275
25,Massachusetts,2008,6543595
25,Massachusetts,2009,6593587
25,Massachusetts,2010,6566307
25,Massachusetts,2011,6613583
25,Massachusetts,2012,6663005
25,Massachusetts,2013,6713315
25,Massachusetts,2014,6762596
25,Massachusetts,2015,6794228
25,Massachusetts,2016,6823608
25,Massachusetts,2017,6859789
25,Massachusetts,2018,6882635
25,Massachusetts,2019,6892503
25,Massachusetts,2020,6985320
25,Massachusetts,2021,6996721
25,Massachusetts,2022,7025465
25,Massachusetts,2023,7073479
25,Massachusetts,2024,7138560
25,Massachusetts,2025,7154084
26,Michigan,2004,10089305
26,Michigan,2005,10090554
26,Michigan,2006,10082438
26,Michigan,2007,10050847
26,Michigan,2008,10002486
26,Michigan,2009,9969727
26,Michigan,2010,9877510
26,Michigan,2011,9882412
26,Michigan,2012,9897145
26,Michigan,2013,9913065
26,Michigan,2014,9929848
26,Michigan,2015,9931715
26,Michigan,2016,9950571
26,Michigan,2017,9973114
26,Michigan,2018,9984072
26,Michigan,2019,9986857
26,Michigan,2020,10072294
26,Michigan,2021,10042362
26,Michigan,2022,10043906
26,Michigan,2023,10062124
26,Michigan,2024,10099962
26,Michigan,2025,10127884
27,Minnesota,2004,5079344
27,Minnesota,2005,5106560
27,Minnesota,2006,5148346
27,Minnesota,2007,5191206
27,Minnesota,2008,5230567
27,Minnesota,2009,5266214
27,Minnesota,2010,5310828
27,Minnesota,2011,5346143
27,Minnesota,2012,5376643
27,Minnesota,2013,5413479
27,Minnesota,2014,5451079
27,Minnesota,2015,5482032
27,Minnesota,2016,5522744
27,Minnesota,2017,5566230
27,Minnesota,2018,5606249
27,Minnesota,2019,5639632
27,Minnesota,2020,5710562
27,Minnesota,2021,5714055
27,Minnesota,2022,5727565
27,Minnesota,2023,5752998
27,Minnesota,2024,5797405
27,Minnesota,2025,5830405
28,Mississippi,2004,2886006
28,Mississippi,2005,2900116
28,Mississippi,2006,2897150
28,Mississippi,2007,2921723
28,Mississippi,2008,2940212
28,Mississippi,2009,2951996
28,Mississippi,2010,2970548
28,Mississippi,2011,2978731
28,Mississippi,2012,2983816
28,Mississippi,2013,2988711
28,Mississippi,2014,2990468
28,Mississippi,2015,2988471
28,Mississippi,2016,2987938
28,Mississippi,2017,2988510
28,Mississippi,2018,2981020
28,Mississippi,2019,2976149
28,Mississippi,2020,2958385
28,Mississippi,2021,2947603
28,Mississippi,2022,2941237
28,Mississippi,2023,2942470
28,Mississippi,2024,2950172
28,Mississippi,2025,2954160
29,Missouri,2004,5758444
29,Missouri,2005,5806639
29,Missouri,2006,5861572
29,Missouri,2007,5909824
29,Missouri,2008,5956335
29,Missouri,2009,5987580
29,Missouri,2010,5995974
29,Missouri,2011,6010275
29,Missouri,2012,6024367
29,Missouri,2013,6040715
29,Missouri,2014,6056202
29,Missouri,2015,6071732
29,Missouri,2016,6087135
29,Missouri,2017,6106670
29,Missouri,2018,6121623
29,Missouri,2019,6137428
29,Missouri,2020,6155074
29,Missouri,2021,6172551
29,Missouri,2022,6179285
29,Missouri,2023,6205956
29,Missouri,2024,6243544
29,Missouri,2025,6270541
30,Montana,2004,925887
30,Montana,2005,934801
30,Montana,2006,946230
30,Montana,2007,957225
30,Montana,2008,968035
30,Montana,2009,974989
30,Montana,2010,990697
30,Montana,2011,997316
30,Montana,2012,1003783
30,Montana,2013,1013569
30,Montana,2014,1021869
30,Montana,2015,1030475
30,Montana,2016,1040859
30,Montana,2017,1052482
30,Montana,2018,1060665
30,Montana,2019,1068778
30,Montana,2020,1087156
30,Montana,2021,1106416
30,Montana,2022,1121533
30,Montana,2023,1130612
30,Montana,2024,1137557
30,Montana,2025,1144694
31,Nebraska,2004,1742184
31,Nebraska,2005,1751721
31,Nebraska,2006,1760435
31,Nebraska,2007,1769912
31,Nebraska,2008,1781949
31,Nebraska,2009,1796619
31,Nebraska,2010,1829542
31,Nebraska,2011,1840672
31,Nebraska,2012,1853303
31,Nebraska,2013,1865279
31,Nebraska,2014,1879321
31,Nebraska,2015,1891277
31,Nebraska,2016,1905616
31,Nebraska,2017,1915947
31,Nebraska,2018,1925614
31,Nebraska,2019,1934408
31,Nebraska,2020,1963318
31,Nebraska,2021,1964697
31,Nebraska,2022,1972595
31,Nebraska,2023,1988172
31,Nebraska,2024,2005591
31,Nebraska,2025,2018006
32,Nevada,2004,2328703
32,Nevada,2005,2408804
32,Nevada,2006,2493405
32,Nevada,2007,2567752
32,Nevada,2008,2615772
32,Nevada,2009,2643085
32,Nevada,2010,2702405
32,Nevada,2011,2712730
32,Nevada,2012,2743996
32,Nevada,2013,2775970
32,Nevada,2014,2817628
32,Nevada,2015,2866939
32,Nevada,2016,2917563
32,Nevada,2017,2969905
32,Nevada,2018,3027341
32,Nevada,2019,3080156
32,Nevada,2020,3116851
32,Nevada,2021,3148472
32,Nevada,2022,3177672
32,Nevada,2023,3211077
32,Nevada,2024,3253543
32,Nevada,2025,3282188
33,New Hampshire,2004,1292766
33,New Hampshire,2005,1301415
33,New Hampshire,2006,1311894
33,New Hampshire,2007,1317343
33,New Hampshire,2008,1321872
33,New Hampshire,2009,1324575
33,New Hampshire,2010,1316762
33,New Hampshire,2011,1320202
33,New Hampshire,2012,1324232
33,New Hampshire,2013,1326622
33,New Hampshire,2014,1333341
33,New Hampshire,2015,1336350
33,New Hampshire,2016,1342307
33,New Hampshire,2017,1348787
33,New Hampshire,2018,1353465
33,New Hampshire,2019,1359711
33,New Hampshire,2020,1378752
33,New Hampshire,2021,1387907
33,New Hampshire,2022,1396647
33,New Hampshire,2023,1401530
33,New Hampshire,2024,1408518
33,New Hampshire,2025,1415342
34,New Jersey,2004,8611530
34,New Jersey,2005,8621837
34,New Jersey,2006,8623721
34,New Jersey,2007,8636043
34,New Jersey,2008,8663398
34,New Jersey,2009,8707739
34,New Jersey,2010,8799446
34,New Jersey,2011,8828117
34,New Jersey,2012,8844942
34,New Jersey,2013,8856972
34,New Jersey,2014,8864525
34,New Jersey,2015,8867949
34,New Jersey,2016,8870827
34,New Jersey,2017,8885525
34,New Jersey,2018,8886025
34,New Jersey,2019,8882190
34,New Jersey,2020,9270476
34,New Jersey,2021,9266509
34,New Jersey,2022,9298402
34,New Jersey,2023,9395315
34,New Jersey,2024,9506354
34,New Jersey,2025,9548215
35,New Mexico,2004,1891829
35,New Mexico,2005,1916538
35,New Mexico,2006,1942608
35,New Mexico,2007,1968731
35,New Mexico,2008,1986763
35,New Mexico,2009,2009671
35,New Mexico,2010,2064552
35,New Mexico,2011,2080450
35,New Mexico,2012,2087309
35,New Mexico,2013,2092273
35,New Mexico,2014,2089568
35,New Mexico,2015,2089291
35,New Mexico,2016,2091630
35,New Mexico,2017,2091784
35,New Mexico,2018,2092741
35,New Mexico,2019,2096829
35,New Mexico,2020,2118446
35,New Mexico,2021,2117300
35,New Mexico,2022,2112859
35,New Mexico,2023,2119349
35,New Mexico,2024,2126774
35,New Mexico,2025,2125498
36,New York,2004,19297933
36,New York,2005,19330891
36,New York,2006,19356564
36,New York,2007,19422777
36,New York,2008,19467789
36,New York,2009,19541453
36,New York,2010,19399878
36,New York,2011,19499241
36,New York,2012,19572932
36,New York,2013,19624447
36,New York,2014,19651049
36,New York,2015,19654666
36,New York,2016,19633428
36,New York,2017,19589572
36,New York,2018,19530351
36,New York,2019,19453561
36,New York,2020,20122262
36,New York,2021,19835345
36,New York,2022,19713025
36,New York,2023,19786543
36,New York,2024,20001419
36,New York,2025,20002427
37,North Carolina,2004,8531283
37,North Carolina,2005,8669452
37,North Carolina,2006,8866977
37,North Carolina,2007,9064074
37,North Carolina,2008,9247134
37,North Carolina,2009,9380884
37,North Carolina,2010,9574323
37,North Carolina,2011,9657592
37,North Carolina,2012,9749476
37,North Carolina,2013,9843336
37,North Carolina,2014,9932887
37,North Carolina,2015,10031646
37,North Carolina,2016,10154788
37,North Carolina,2017,10268233
37,North Carolina,2018,10381615
37,North Carolina,2019,10488084
37,North Carolina,2020,10450215
37,North Carolina,2021,10565503
37,North Carolina,2022,10705768
37,North Carolina,2023,10871849
37,North Carolina,2024,11052061
37,North Carolina,2025,11197968
38,North Dakota,2004,636303
38,North Dakota,2005,635365
38,North Dakota,2006,636771
38,North Dakota,2007,638202
38,North Dakota,2008,641421
38,North Dakota,2009,646844
38,North Dakota,2010,674715
38,North Dakota,2011,685225
38,North Dakota,2012,701176
38,North Dakota,2013,722036
38,North Dakota,2014,737401
38,North Dakota,2015,754066
38,North Dakota,2016,754434
38,North Dakota,2017,754942
38,North Dakota,2018,758080
38,North Dakota,2019,762062
38,North Dakota,2020,779612
38,North Dakota,2021,777977
38,North Dakota,2022,780191
38,North Dakota,2023,787071
38,North Dakota,2024,793387
38,North Dakota,2025,799358
39,Ohio,2004,11464593
39,Ohio,2005,11475262
39,Ohio,2006,11492495
39,Ohio,2007,11520815
39,Ohio,2008,11528072
39,Ohio,2009,11542645
39,Ohio,2010,11539336
39,Ohio,2011,11544663
39,Ohio,2012,11548923
39,Ohio,2013,11576684
39,Ohio,2014,11602700
39,Ohio,2015,11617527
39,Ohio,2016,11634370
39,Ohio,2017,11659650
39,Ohio,2018,11676341
39,Ohio,2019,11689100
39,Ohio,2020,11798534
39,Ohio,2021,11761443
39,Ohio,2022,11764950
39,Ohio,2023,11808390
39,Ohio,2024,11860621
39,Ohio,2025,11900510
40,Oklahoma,2004,3514449
40,Oklahoma,2005,3532769
40,Oklahoma,2006,3574334
40,Oklahoma,2007,3612186
40,Oklahoma,2008,3644025
40,Oklahoma,2009,3687050
40,Oklahoma,2010,3759944
40,Oklahoma,2011,3788379
40,Oklahoma,2012,3818814
40,Oklahoma,2013,3853214
40,Oklahoma,2014,3878187
40,Oklahoma,2015,3909500
40,Oklahoma,2016,3926331
40,Oklahoma,2017,3931316
40,Oklahoma,2018,3940235
40,Oklahoma,2019,3956971
40,Oklahoma,2020,3965243
40,Oklahoma,2021,3992760
40,Oklahoma,2022,4025327
40,Oklahoma,2023,4062716
40,Oklahoma,2024,4097758
40,Oklahoma,2025,4123288
41,Oregon,2004,3573505
41,Oregon,2005,3617869
41,Oregon,2006,3677545
41,Oregon,2007,3732957
41,Oregon,2008,3782991
41,Oregon,2009,3825657
41,Oregon,2010,3837491
41,Oregon,2011,3872036
41,Oregon,2012,3899001
41,Oregon,2013,3922468
41,Oregon,2014,3963244
41,Oregon,2015,4015792
41,Oregon,2016,4089976
41,Oregon,2017,4143625
41,Oregon,2018,4181886
41,Oregon,2019,4217737
41,Oregon,2020,4243544
41,Oregon,2021,4254691
41,Oregon,2022,4245964
41,Oregon,2023,4250392
41,Oregon,2024,4265324
41,Oregon,2025,4273586
42,Pennsylvania,2004,12388368
42,Pennsylvania,2005,12418161
42,Pennsylvania,2006,12471142
42,Pennsylvania,2007,12522531
42,Pennsylvania,2008,12566368
42,Pennsylvania,2009,12604767
42,Pennsylvania,2010,12711160
42,Pennsylvania,2011,12745815
42,Pennsylvania,2012,12767118
42,Pennsylvania,2013,12776309
42,Pennsylvania,2014,12788313
42,Pennsylvania,2015,12784826
42,Pennsylvania,2016,12782275
42,Pennsylvania,2017,12787641
42,Pennsylvania,2018,12800922
42,Pennsylvania,2019,12801989
42,Pennsylvania,2020,12995576
42,Pennsylvania,2021,13016628
42,Pennsylvania,2022,12984655
42,Pennsylvania,2023,13009406
42,Pennsylvania,2024,13045848
42,Pennsylvania,2025,13059432
44,Rhode Island,2004,1071414
44,Rhode Island,2005,1064989
44,Rhode Island,2006,1060196
44,Rhode Island,2007,1055009
44,Rhode Island,2008,1053502
44,Rhode Island,2009,1053209
44,Rhode Island,2010,1053959
44,Rhode Island,2011,1053649
44,Rhode Island,2012,1054621
44,Rhode Island,2013,1055081
44,Rhode Island,2014,1055936
44,Rhode Island,2015,1056065
44,Rhode Island,2016,1056770
44,Rhode Island,2017,1055673
44,Rhode Island,2018,1058287
44,Rhode Island,2019,1059361
44,Rhode Island,2020,1096487
44,Rhode Island,2021,1097381
44,Rhode Island,2022,1098275
44,Rhode Island,2023,1101183
44,Rhode Island,2024,1110415
44,Rhode Island,2025,1114521
45,South Carolina,2004,4201306
45,South Carolina,2005,4256199
45,South Carolina,2006,4339399
45,South Carolina,2007,4424232
45,South Carolina,2008,4503280
45,South Carolina,2009,4561242
45,South Carolina,2010,4635649
45,South Carolina,2011,4671994
45,South Carolina,2012,4717354
45,South Carolina,2013,4764080
45,South Carolina,2014,4823617
45,South Carolina,2015,4891938
45,South Carolina,2016,4957968
45,South Carolina,2017,5021268
45,South Carolina,2018,5084156
45,South Carolina,2019,5148714
45,South Carolina,2020,5131992
45,South Carolina,2021,5194346
45,South Carolina,2022,5288957
45,South Carolina,2023,5390798
45,South Carolina,2024,5490316
45,South Carolina,2025,5570274
46,South Dakota,2004,774283
46,South Dakota,2005,780084
46,South Dakota,2006,788519
46,South Dakota,2007,797035
46,South Dakota,2008,804532
46,South Dakota,2009,812383
46,South Dakota,2010,816166
46,South Dakota,2011,823579
46,South Dakota,2012,833566
46,South Dakota,2013,842316
46,South Dakota,2014,849129
46,South Dakota,2015,853988
46,South Dakota,2016,862996
46,South Dakota,2017,872868
46,South Dakota,2018,878698
46,South Dakota,2019,884659
46,South Dakota,2020,887808
46,South Dakota,2021,896303
46,South Dakota,2022,909156
46,South Dakota,2023,917739
46,South Dakota,2024,927110
46,South Dakota,2025,935094
47,Tennessee,2004,5916762
47,Tennessee,2005,5995748
47,Tennessee,2006,6089453
47,Tennessee,2007,6172862
47,Tennessee,2008,6240456
47,Tennessee,2009,6296254
47,Tennessee,2010,6355311
47,Tennessee,2011,6399291
47,Tennessee,2012,6453898
47,Tennessee,2013,6494340
47,Tennessee,2014,6541223
47,Tennessee,2015,6591170
47,Tennessee,2016,6646010
47,Tennessee,2017,6708799
47,Tennessee,2018,6771631
47,Tennessee,2019,6829174
47,Tennessee,2020,6927736
47,Tennessee,2021,6966687
47,Tennessee,2022,7063325
47,Tennessee,2023,7153029
47,Tennessee,2024,7251291
47,Tennessee,2025,7315076
48,Texas,2004,22418319
48,Texas,2005,22801920
48,Texas,2006,23369024
48,Texas,2007,23837701
48,Texas,2008,24304290
48,Texas,2009,24782302
48,Texas,2010,25241971
48,Texas,2011,25645629
48,Texas,2012,26084481
48,Texas,2013,26480266
48,Texas,2014,26964333
48,Texas,2015,27470056
48,Texas,2016,27914410
48,Texas,2017,28295273
48,Texas,2018,28628666
48,Texas,2019,28995881
48,Texas,2020,29237895
48,Texas,2021,29572672
48,Texas,2022,30118002
48,Texas,2023,30719247
48,Texas,2024,31318578
48,Texas,2025,31709821
49,Utah,2004,2438915
49,Utah,2005,2499637
49,Utah,2006,2583724
49,Utah,2007,2663796
49,Utah,2008,2727343
49,Utah,2009,2784572
49,Utah,2010,2775332
49,Utah,2011,2814384
49,Utah,2012,2853375
